E05000102,Tokyngton,Brent,Burglary,Burglary In A Dwelling,9,4,5,9,9,8,6,5,11,18,12,8,7,8,5,7,4,9,16,14,19,12,19,8,10,13,15,13,7,5,11,10,18,8,26,13,7,7,9,5,6,4,3,8,4,14,9,6,1,4,4,7,7,6,10,11,6,13,6,5,3,5,1,10,4,5,9,7,13,4,6,10,10,10,11,6,4,3,8,7,10,3,6,6,4,2,5,5,3,6,11,6,10,7,11,4,2,6,1,9,5,6,4,11,7
E05000103,Welsh Harp,Brent,Burglary,Burglary In A Dwelling,3,12,8,16,13,11,11,9,19,17,17,11,27,13,9,9,9,9,11,15,12,20,16,22,14,16,9,5,10,6,20,18,11,22,20,16,6,9,6,2,7,9,14,12,14,14,16,7,4,6,8,10,6,5,15,18,13,6,12,5,6,15,4,6,7,11,7,12,20,11,3,5,7,4,6,11,4,13,4,11,7,14,4,9,6,9,5,12,19,7,11,7,10,15,12,5,7,11,11,5,10,8,25,11,8
E05000104,Wembley Central,Brent,Burglary,Burglary In A Dwelling,2,5,2,3,6,9,10,4,10,16,15,3,6,7,5,3,1,1,7,3,14,6,14,8,13,10,8,5,10,8,5,10,10,1,12,6,2,3,4,6,6,3,4,4,5,6,4,2,2,1,2,1,6,3,6,6,6,3,7,3,3,1,2,5,9,3,7,5,5,6,3,8,4,3,4,1,6,3,2,6,8,10,8,1,3,3,4,2,3,7,8,11,13,12,12,6,4,6,2,4,8,4,3,12,6
E05000105,Willesden Green,Brent,Burglary,Burglary In A Dwelling,14,4,6,5,6,4,7,14,7,14,3,11,6,11,9,13,5,6,16,14,8,20,8,7,9,6,8,4,9,2,3,7,13,10,8,7,5,5,7,14,10,9,11,14,14,9,5,7,7,6,8,9,5,8,14,9,6,7,11,10,5,8,6,7,6,5,6,10,11,8,9,7,4,7,4,3,8,7,7,5,4,13,8,11,14,20,11,10,8,9,13,14,15,15,6,9,8,8,14,15,6,6,9,7,5
E05000085,Alperton,Brent,Burglary,Burglary In Other Buildings,7,4,0,4,0,6,2,2,5,3,4,2,3,3,1,5,3,4,3,8,5,3,2,4,2,5,3,12,4,3,9,2,6,3,1,3,4,7,2,5,7,1,5,0,1,4,3,3,5,2,0,5,0,3,1,5,3,0,0,3,2,0,1,3,4,3,1,1,4,1,4,0,4,2,1,4,3,3,5,11,5,2,3,3,4,5,2,3,5,3,3,3,3,2,4,7,0,7,2,3,4,1,2,6,1
E05000086,Barnhill,Brent,Burglary,Burglary In Other Buildings,3,4,2,1,3,2,3,6,3,4,4,1,4,0,5,2,2,6,5,2,1,2,1,1,0,5,4,2,4,4,4,3,3,2,1,2,4,5,4,0,1,1,0,3,2,2,0,2,1,2,2,2,1,0,7,3,1,3,0,0,1,2,1,1,1,1,1,2,1,0,6,2,4,2,1,2,2,3,4,2,2,5,1,5,3,1,2,5,0,3,3,4,0,4,2,8,1,6,6,3,0,1,4,3,1
E05000087,Brondesbury Park,Brent,Burglary,Burglary In Other Buildings,2,1,9,5,5,2,0,3,6,1,3,5,5,7,2,2,2,2,2,3,3,4,2,8,3,5,2,2,1,6,2,4,1,4,3,2,1,0,3,3,1,1,3,4,1,0,3,2,2,4,3,2,1,9,2,1,3,4,1,0,4,1,3,2,5,1,3,1,1,2,3,2,2,2,2,6,3,1,3,1,1,3,9,7,4,3,2,7,7,2,1,3,4,6,1,5,3,4,5,6,6,5,1,8,4
E05000088,Dollis Hill,Brent,Burglary,Burglary In Other Buildings,3,1,7,5,1,0,8,3,2,2,1,4,2,3,3,1,0,0,4,2,1,1,4,5,3,4,0,4,2,2,2,0,0,1,2,2,3,1,2,5,9,1,0,1,2,2,1,4,1,3,3,4,2,3,1,1,2,1,2,4,6,8,0,1,2,1,1,3,1,0,2,4,2,2,0,5,11,3,4,2,3,6,2,7,1,6,3,7,4,0,2,3,3,6,3,3,3,5,2,6,11,4,6,10,5
E05000089,Dudden Hill,Brent,Burglary,Burglary In Other Buildings,4,7,7,5,1,7,7,8,14,1,3,2,6,2,3,0,1,3,1,3,2,0,3,5,2,5,5,2,0,5,3,4,4,4,1,1,1,1,2,2,2,2,2,2,1,2,2,6,3,3,1,0,0,3,2,6,1,2,2,2,2,5,0,2,4,0,4,7,4,3,1,3,1,2,3,5,8,2,2,2,2,0,1,4,4,4,6,2,9,6,5,6,5,10,6,5,6,8,3,2,2,5,1,3,5
E05000090,Fryent,Brent,Burglary,Burglary In Other Buildings,2,1,1,2,3,1,1,2,4,1,2,3,2,3,4,5,6,1,1,2,4,4,1,0,4,2,2,0,5,3,3,2,1,3,1,5,2,6,2,2,3,2,6,1,5,2,1,1,1,7,0,0,2,1,1,0,0,5,2,1,3,5,3,0,3,1,2,4,4,3,1,11,5,5,0,3,0,4,4,7,2,3,1,3,2,2,7,3,4,2,5,2,1,5,3,3,1,1,2,6,5,2,4,3,2
E05000091,Harlesden,Brent,Burglary,Burglary In Other Buildings,9,8,8,6,9,6,3,7,12,6,6,3,2,7,7,5,5,3,1,3,5,5,5,5,3,4,1,5,3,4,7,11,3,5,2,8,6,2,3,4,5,0,5,3,0,1,3,2,1,2,1,3,2,4,6,3,3,2,2,2,5,4,2,2,3,2,6,8,5,4,0,7,3,7,2,1,3,3,2,3,2,6,4,8,4,1,1,4,4,7,6,5,2,6,4,1,6,10,6,4,5,4,6,9,2
E05000092,Kensal Green,Brent,Burglary,Burglary In Other Buildings,2,5,5,1,6,3,0,2,1,2,3,7,6,6,3,3,2,2,1,1,2,3,4,8,5,4,2,3,5,5,18,6,7,3,2,3,2,2,2,5,5,0,1,2,1,3,0,4,3,2,3,2,3,2,4,3,3,0,2,0,2,3,3,0,2,1,1,3,2,4,0,6,3,2,3,5,7,6,5,1,2,7,2,2,2,6,4,0,5,1,4,4,5,3,3,7,6,3,6,4,6,7,5,12,3
E05000093,Kenton,Brent,Burglary,Burglary In Other Buildings,2,0,1,0,0,2,0,1,4,0,3,4,1,0,1,2,2,1,3,1,5,4,0,5,2,4,2,3,3,4,0,2,4,0,4,2,2,2,2,2,2,0,3,3,2,3,1,2,0,1,1,1,0,0,3,0,0,1,1,0,1,1,2,2,2,2,0,3,0,1,3,4,6,3,1,3,3,5,1,2,1,2,4,4,2,1,3,4,8,1,4,1,0,0,2,4,2,6,1,3,2,2,4,2,1
E05000094,Kilburn,Brent,Burglary,Burglary In Other Buildings,11,8,1,8,4,7,8,9,3,7,4,3,6,6,9,5,4,0,6,6,6,6,3,2,3,5,5,6,4,5,2,4,2,3,3,8,7,5,1,4,3,3,3,6,1,5,0,4,7,6,3,5,6,1,5,5,4,4,2,1,4,7,5,5,5,2,7,2,2,3,4,2,5,2,2,3,6,3,1,2,2,9,6,5,6,5,3,10,12,2,4,3,4,9,7,5,10,2,5,10,2,10,9,3,16
E05000095,Mapesbury,Brent,Burglary,Burglary In Other Buildings,7,9,15,5,7,11,3,2,2,3,2,7,2,7,5,4,2,3,6,5,3,4,5,4,1,6,3,2,4,0,4,1,1,1,1,4,4,1,4,4,3,5,0,2,2,3,4,2,1,4,5,5,2,4,0,3,1,0,2,3,3,4,1,3,1,3,4,8,1,1,1,1,3,4,9,6,7,2,2,1,2,6,6,13,1,7,7,3,9,5,4,2,2,4,11,8,9,5,5,8,6,5,5,6,9
E05000096,Northwick Park,Brent,Burglary,Burglary In Other Buildings,5,2,2,6,3,0,5,3,3,4,4,3,4,0,0,1,1,1,1,1,4,0,0,2,4,5,2,5,4,2,2,3,3,1,3,0,0,2,2,1,3,2,0,5,2,2,1,1,2,1,4,1,0,4,0,3,2,3,1,3,1,1,0,0,2,1,0,1,0,1,0,7,4,4,2,0,3,2,4,1,4,2,2,0,1,0,1,3,0,1,8,1,1,5,3,3,2,2,1,2,5,0,2,0,1
E05000097,Preston,Brent,Burglary,Burglary In Other Buildings,2,1,1,3,0,6,5,2,4,4,1,2,3,6,4,1,5,5,2,1,3,1,6,7,3,7,9,6,8,0,6,2,0,3,1,2,1,0,1,2,2,6,3,2,3,6,2,2,4,2,0,4,2,0,1,1,3,2,4,0,1,3,0,4,2,2,3,3,1,1,1,1,1,4,3,2,5,1,2,4,3,3,2,5,3,1,3,2,1,1,2,3,2,3,4,5,3,2,2,3,2,2,3,3,14
E05000098,Queens Park,Brent,Burglary,Burglary In Other Buildings,7,5,7,6,6,10,6,7,2,1,6,6,10,7,10,5,4,6,8,8,3,9,4,7,5,12,8,5,2,2,8,10,7,3,8,4,7,5,4,5,6,3,4,2,4,4,2,3,9,5,3,6,8,4,6,3,4,4,6,4,7,12,3,1,7,3,8,6,1,5,3,3,6,8,10,3,2,6,1,2,4,9,6,13,3,11,5,2,11,8,5,9,7,8,7,5,7,7,8,13,7,11,7,9,13
E05000099,Queensbury,Brent,Burglary,Burglary In Other Buildings,1,1,5,2,7,2,4,8,1,4,4,5,3,5,5,5,4,5,3,6,3,3,2,9,8,4,9,6,3,2,5,2,5,0,6,4,8,2,4,1,5,4,1,4,0,1,1,4,2,3,3,0,2,1,5,6,2,3,1,0,3,3,0,5,4,2,1,4,2,3,0,3,2,3,3,3,5,1,2,2,8,2,2,8,0,4,6,3,4,5,5,10,3,4,6,12,0,4,1,3,3,3,4,3,2
E05000100,Stonebridge,Brent,Burglary,Burglary In Other Buildings,1,7,2,7,7,9,9,6,6,9,5,10,6,8,5,6,4,4,9,7,1,4,10,4,7,4,8,3,6,8,4,11,6,4,11,2,8,6,4,4,7,8,3,1,17,9,4,6,7,1,3,0,1,2,6,2,2,6,4,5,1,5,6,3,4,4,4,7,5,5,6,5,6,11,9,5,7,7,11,7,15,11,10,13,2,19,10,2,5,15,8,2,2,5,7,8,2,9,9,8,10,9,12,6,11
E05000101,Sudbury,Brent,Burglary,Burglary In Other Buildings,0,0,2,5,1,1,3,1,3,3,1,0,2,2,1,4,2,2,2,0,0,1,4,2,2,1,1,3,5,0,3,0,0,2,0,4,4,0,1,1,0,2,0,2,1,0,0,0,0,1,1,2,1,3,3,2,0,1,2,1,2,2,0,1,0,1,2,0,2,0,1,2,2,1,2,0,0,3,0,1,1,1,0,2,1,0,1,0,1,3,1,3,0,3,3,1,2,2,1,4,3,0,1,4,0
E05000102,Tokyngton,Brent,Burglary,Burglary In Other Buildings,2,3,6,9,4,4,6,5,6,2,1,2,2,5,2,2,4,4,8,6,2,15,1,1,2,3,3,5,5,3,1,6,5,1,2,0,5,3,3,2,3,6,5,0,3,3,2,0,4,3,8,5,4,1,2,0,3,1,0,2,4,1,1,5,4,4,2,2,2,0,5,4,2,1,3,5,7,2,4,3,6,3,3,8,5,2,2,7,3,4,4,1,6,8,8,7,7,7,4,5,7,12,8,7,3
E05000103,Welsh Harp,Brent,Burglary,Burglary In Other Buildings,1,2,4,1,0,4,0,1,2,4,2,1,2,4,2,8,2,0,4,2,3,3,6,2,6,6,2,3,6,2,3,2,1,0,1,2,1,0,1,3,1,4,1,2,4,4,1,0,1,1,0,3,1,1,2,2,0,3,0,3,2,2,1,1,1,1,1,6,4,1,1,3,0,1,7,2,2,3,0,3,2,2,3,1,2,5,3,11,9,4,2,2,3,3,4,1,2,7,4,4,5,4,1,5,1
E05000104,Wembley Central,Brent,Burglary,Burglary In Other Buildings,3,6,2,6,3,2,4,8,3,8,1,7,2,7,5,9,3,4,2,3,2,3,4,5,1,7,10,7,2,4,2,4,5,1,1,2,1,0,6,5,5,4,5,2,1,5,0,2,2,5,0,1,2,6,4,2,0,1,6,3,5,2,4,2,3,2,4,9,4,3,4,4,0,1,3,4,3,3,1,1,1,2,4,2,2,7,2,4,3,6,2,4,4,2,7,3,3,4,4,6,4,2,4,5,9
E05000105,Willesden Green,Brent,Burglary,Burglary In Other Buildings,8,7,4,8,4,7,4,4,7,3,4,5,5,7,6,5,8,3,7,2,4,3,3,9,3,2,6,5,1,7,4,5,4,3,3,6,10,5,3,5,4,9,1,3,2,1,3,5,2,5,9,5,0,2,6,6,3,0,1,5,5,4,6,7,6,7,3,7,5,3,1,5,2,3,5,3,5,1,3,1,1,4,5,4,6,8,0,6,5,4,8,4,2,7,5,8,11,9,4,9,6,4,0,7,3
E05000085,Alperton,Brent,Criminal Damage,Criminal Damage To Dwelling,2,0,1,2,3,3,4,3,5,1,0,2,1,2,2,1,2,1,4,1,1,1,1,0,4,0,3,3,2,3,0,2,1,1,0,2,1,2,1,4,7,2,2,1,0,0,1,1,3,0,3,3,2,0,2,1,0,2,1,7,2,0,1,1,1,2,0,2,3,1,2,2,2,1,2,3,3,1,1,1,1,1,2,3,0,2,0,1,0,1,2,0,1,0,6,1,0,1,3,5,0,1,1,2,3
E05000086,Barnhill,Brent,Criminal Damage,Criminal Damage To Dwelling,3,2,3,6,3,1,0,4,3,2,1,1,5,2,0,1,1,2,2,2,3,5,2,3,2,1,1,0,2,1,2,3,1,4,3,0,1,1,3,1,4,2,5,3,3,1,2,3,5,4,6,5,1,2,1,3,4,2,1,5,1,1,4,2,1,0,1,0,0,2,1,0,3,1,6,3,6,1,6,4,1,0,3,2,1,2,1,3,3,3,1,2,3,3,0,1,4,2,1,2,2,0,0,1,0
E05000087,Brondesbury Park,Brent,Criminal Damage,Criminal Damage To Dwelling,5,2,2,2,4,1,2,0,1,0,0,2,2,4,6,4,1,0,2,0,1,3,2,0,0,1,1,0,3,3,2,2,1,0,2,0,3,0,2,0,1,0,3,0,2,1,1,0,2,1,1,1,3,2,0,0,4,1,1,2,0,1,1,1,0,0,1,4,1,2,0,1,1,3,0,1,1,4,3,0,1,0,3,1,1,3,4,1,2,2,6,2,2,1,1,1,1,4,0,1,2,2,0,0,0
E05000088,Dollis Hill,Brent,Criminal Damage,Criminal Damage To Dwelling,3,3,3,4,4,2,0,3,2,1,3,1,6,0,0,4,4,0,3,0,1,0,2,1,4,1,2,1,1,2,2,0,2,1,2,3,2,2,1,1,1,1,0,2,0,1,0,1,2,2,2,4,1,4,2,2,1,4,1,2,0,1,0,2,2,1,0,3,1,1,1,2,3,1,0,5,2,1,1,1,0,2,3,4,3,1,1,1,7,1,1,2,3,7,1,2,5,1,3,4,0,4,3,3,2
E05000089,Dudden Hill,Brent,Criminal Damage,Criminal Damage To Dwelling,1,4,7,2,2,1,3,1,1,3,2,2,3,0,3,4,2,4,5,4,1,3,0,2,2,1,1,5,0,4,2,2,0,4,0,0,0,4,1,1,2,2,0,2,3,2,3,4,6,2,2,5,1,2,1,2,1,1,3,0,3,5,2,1,5,2,2,2,2,1,3,1,1,2,4,2,4,2,1,2,1,5,8,1,0,2,3,2,8,5,2,4,4,2,3,3,1,6,4,1,3,1,1,1,4
E05000090,Fryent,Brent,Criminal Damage,Criminal Damage To Dwelling,1,1,0,3,1,0,2,3,1,1,0,0,3,5,2,2,1,1,1,0,1,0,1,3,1,1,0,0,4,1,1,1,0,0,2,1,2,0,1,2,3,0,1,1,1,1,1,3,0,0,2,2,0,0,1,1,0,2,3,1,0,0,1,1,1,2,1,1,0,0,2,1,0,1,2,1,1,2,0,1,0,2,2,6,1,2,3,0,0,1,0,0,1,2,1,0,0,2,2,1,1,2,2,0,0
E05000091,Harlesden,Brent,Criminal Damage,Criminal Damage To Dwelling,11,10,7,6,5,7,6,0,3,4,3,5,2,7,5,4,3,3,7,5,1,2,4,5,4,3,3,3,6,3,3,5,3,7,9,6,3,3,3,4,2,4,1,4,5,5,1,5,3,4,7,4,1,3,1,5,6,5,2,3,1,5,2,3,1,4,1,3,3,4,4,2,1,4,4,7,9,4,4,1,10,5,3,4,2,8,3,3,6,4,4,9,5,7,1,5,6,6,2,3,3,5,4,2,1
E05000092,Kensal Green,Brent,Criminal Damage,Criminal Damage To Dwelling,3,4,2,4,2,2,3,1,0,2,6,2,3,3,5,1,3,3,1,4,3,3,1,3,6,7,2,3,3,0,7,5,6,5,0,2,1,2,1,2,5,2,2,5,2,0,1,2,2,4,3,7,1,1,1,3,4,1,2,2,3,2,3,2,2,4,2,4,2,3,3,2,3,3,2,3,3,4,2,2,4,4,1,3,2,1,1,1,1,2,2,4,2,3,2,3,1,1,0,5,2,5,3,2,2
E05000093,Kenton,Brent,Criminal Damage,Criminal Damage To Dwelling,2,1,1,2,0,0,2,0,0,0,1,1,2,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,3,1,1,1,2,0,0,2,1,1,1,2,0,2,0,0,1,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,2,2,1,1,0,1,1,0,0,1,0,1,1,0,0,2,2,2,1,0
E05000094,Kilburn,Brent,Criminal Damage,Criminal Damage To Dwelling,8,4,9,7,4,2,5,2,7,4,1,3,3,7,3,3,2,4,5,0,4,4,2,4,5,1,5,0,2,2,1,1,0,3,3,1,4,3,5,2,2,5,1,2,1,4,1,2,2,1,0,5,1,2,3,5,2,2,2,0,4,4,3,1,2,2,0,3,3,2,2,3,4,2,3,2,4,1,3,2,1,1,4,3,5,0,1,0,0,5,2,0,1,0,4,0,2,3,4,0,2,1,2,1,1
E05000095,Mapesbury,Brent,Criminal Damage,Criminal Damage To Dwelling,5,2,2,3,6,1,2,3,1,2,2,1,5,2,1,1,3,4,1,1,4,1,2,2,1,1,2,1,0,1,1,2,0,3,2,2,2,4,3,3,1,4,0,1,0,2,2,3,3,5,1,3,2,4,2,3,4,4,1,2,1,1,0,2,1,2,2,3,3,1,0,0,3,2,1,1,1,2,1,2,4,4,2,1,3,2,1,3,0,2,2,6,3,3,0,1,2,1,5,2,0,2,1,3,4
E05000096,Northwick Park,Brent,Criminal Damage,Criminal Damage To Dwelling,4,0,5,2,3,1,4,2,1,1,1,1,4,2,1,1,0,0,0,2,1,0,0,0,0,3,3,1,1,1,0,3,0,0,2,3,3,1,2,4,2,1,2,0,0,0,3,0,2,1,1,1,0,0,2,0,1,1,1,1,1,2,0,0,2,1,0,0,1,3,3,3,2,1,0,1,0,1,1,0,3,0,1,0,0,1,0,1,2,1,2,0,0,1,0,0,1,0,2,0,1,1,2,2,2
E05000097,Preston,Brent,Criminal Damage,Criminal Damage To Dwelling,2,5,0,2,0,1,2,2,1,2,2,2,1,4,2,2,0,0,2,2,2,0,3,1,0,0,0,1,3,3,3,1,1,5,0,3,0,0,1,0,2,4,1,1,4,2,2,4,3,3,6,2,4,4,5,2,1,1,1,4,5,2,2,2,2,2,1,1,3,2,2,3,1,4,2,4,4,1,1,0,2,1,0,0,1,4,2,2,1,2,2,0,4,1,0,3,0,1,3,2,1,3,1,0,2
E05000098,Queens Park,Brent,Criminal Damage,Criminal Damage To Dwelling,4,3,2,1,3,1,3,2,2,1,1,2,5,4,4,2,1,3,2,3,1,3,1,1,1,3,3,3,2,1,0,1,4,3,2,0,1,1,2,0,3,2,2,2,1,1,0,1,2,1,3,1,1,0,3,3,2,2,1,3,1,0,3,3,2,1,2,1,2,0,2,0,1,2,2,1,0,4,2,2,1,1,1,1,0,0,4,2,0,4,4,3,2,1,2,1,2,1,3,2,1,1,0,2,2
E05000099,Queensbury,Brent,Criminal Damage,Criminal Damage To Dwelling,2,0,0,2,0,1,1,0,1,2,0,0,2,2,3,2,0,3,2,5,0,1,2,1,2,1,2,0,0,3,0,0,2,0,4,1,2,4,2,4,3,1,1,5,2,1,4,1,1,2,1,6,2,2,2,4,0,0,2,0,2,0,2,1,1,2,1,3,0,2,0,2,0,2,2,1,1,0,2,3,2,0,1,1,3,2,2,1,3,1,1,3,1,3,5,2,2,2,3,0,0,3,2,2,1
E05000100,Stonebridge,Brent,Criminal Damage,Criminal Damage To Dwelling,5,10,1,12,11,5,6,5,2,6,6,7,3,10,7,4,4,3,8,1,4,6,4,8,3,5,2,3,2,2,1,3,4,2,4,3,4,8,5,3,6,5,2,5,8,6,1,5,4,10,3,4,3,3,6,0,1,2,3,5,5,3,0,4,5,7,3,5,6,2,2,5,12,8,6,6,4,2,9,4,7,0,4,8,7,9,2,3,4,4,9,4,5,6,2,8,4,3,4,4,4,2,2,2,1
E05000101,Sudbury,Brent,Criminal Damage,Criminal Damage To Dwelling,1,3,1,3,2,2,1,2,1,2,1,1,4,2,0,5,4,4,1,3,2,2,2,3,2,2,2,2,1,1,3,3,1,1,1,0,3,1,1,2,2,0,2,0,0,2,2,3,1,0,4,0,2,2,2,2,1,1,1,0,1,2,3,8,2,4,0,1,0,1,3,3,3,1,0,3,3,1,1,1,2,1,0,0,1,0,1,0,1,0,0,2,0,2,5,1,0,4,0,4,0,4,0,4,1
E05000102,Tokyngton,Brent,Criminal Damage,Criminal Damage To Dwelling,2,0,1,1,5,0,1,2,2,0,2,1,2,3,1,1,1,0,2,1,3,4,0,0,1,1,1,1,0,0,3,1,1,0,2,2,2,4,1,1,0,1,1,0,1,1,1,0,0,0,4,0,0,0,2,1,3,1,2,0,0,2,2,0,2,2,2,0,1,1,1,0,0,4,0,3,3,1,0,1,0,0,0,1,1,3,1,3,2,1,1,1,2,1,2,1,0,1,1,2,1,1,0,0,1
E05000103,Welsh Harp,Brent,Criminal Damage,Criminal Damage To Dwelling,3,1,2,3,3,1,1,2,2,1,3,5,5,0,2,4,1,1,0,1,2,2,1,0,0,0,2,1,4,2,2,1,2,3,2,2,1,2,2,3,5,1,2,2,2,3,1,2,1,1,0,0,3,1,1,2,3,0,1,9,1,0,1,1,2,2,0,2,1,2,1,3,1,0,0,0,4,1,2,2,2,5,3,0,3,3,1,3,1,1,4,3,1,2,0,0,0,3,4,3,0,1,0,2,1
E05000104,Wembley Central,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2,1,0,1,1,3,3,1,2,3,0,1,1,2,0,3,1,1,1,1,1,3,4,0,1,2,4,5,2,3,1,1,0,0,0,6,2,1,2,1,2,2,3,0,1,1,3,0,0,3,0,3,0,2,1,0,2,2,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,4,3,1,1,3,1,2,0,2,1,3,2,1,0,1,2,0,3,3,0,2,2,5,0,2,2,0,0,1
E05000105,Willesden Green,Brent,Criminal Damage,Criminal Damage To Dwelling,5,6,1,7,3,1,1,4,1,3,5,3,3,3,7,3,6,2,2,6,2,2,1,4,7,5,1,2,3,3,3,1,1,5,1,3,2,1,5,1,3,2,2,4,0,3,2,3,2,4,2,4,3,4,1,4,3,1,3,0,1,1,2,2,3,1,2,2,2,1,5,4,1,5,3,6,3,1,1,2,3,4,0,2,1,2,1,2,3,3,3,2,5,1,8,2,6,1,3,2,3,2,2,4,2
E05000085,Alperton,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,7,5,5,4,7,2,6,6,2,3,1,2,7,4,2,9,3,2,1,4,3,7,4,5,8,10,6,4,2,5,5,12,4,4,1,6,6,3,2,6,2,9,1,5,7,1,1,3,2,4,4,8,6,3,2,5,1,1,3,6,3,7,3,5,6,3,1,1,2,3,1,1,1,3,7,6,1,3,4,3,5,3,2,1,3,4,1,5,5,3,3,3,2,1,4,3,5,5,7,6,1,2,0,1,1
E05000086,Barnhill,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,6,2,4,1,4,4,3,1,3,4,5,2,1,2,5,3,6,2,1,3,2,2,1,4,4,5,3,6,3,3,3,8,1,8,2,3,0,2,0,0,2,2,3,4,2,3,0,6,2,5,4,3,1,3,3,0,2,1,2,3,1,3,3,3,4,1,4,2,2,2,4,4,4,8,3,8,1,2,4,2,5,2,0,1,5,6,3,4,4,1,3,2,0,3,1,1,6,3,3,3,4,1,0,1,1
E05000087,Brondesbury Park,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,1,2,0,2,0,6,0,0,4,5,3,1,3,3,2,0,0,2,5,1,3,1,5,2,2,2,2,2,3,1,4,3,2,6,0,3,4,7,2,0,1,5,2,2,3,1,1,1,2,2,2,0,5,1,0,3,3,2,5,2,4,2,3,2,1,5,2,4,4,3,3,0,3,6,1,4,0,2,1,1,0,1,2,4,2,3,0,1,1,3,3,3,0,3,0,3,0,1,3,1,4,5,5,1,4
E05000088,Dollis Hill,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,6,8,6,4,4,6,3,6,5,6,2,0,1,4,5,3,2,3,9,3,2,4,1,1,3,5,2,2,4,3,4,4,4,3,1,1,2,0,5,3,1,3,3,4,11,7,3,7,4,3,1,2,4,2,1,3,3,8,0,2,0,1,1,3,1,11,2,3,6,3,4,2,5,1,2,2,1,3,3,3,3,4,4,2,4,3,5,4,2,0,5,4,4,7,2,1,4,2,3,1,1,1,2,1,3
E05000089,Dudden Hill,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,3,3,3,4,8,6,4,8,5,4,2,7,4,1,3,3,6,5,2,4,0,4,3,7,1,5,5,2,2,3,6,4,0,7,8,1,1,3,3,6,4,3,1,6,1,0,0,3,5,1,0,4,3,4,7,2,6,5,3,7,5,1,2,4,1,7,2,3,5,3,3,1,1,4,5,2,5,1,3,6,3,2,5,4,4,2,1,4,9,5,2,3,3,3,3,2,3,3,3,2,3,5,2,5,6
E05000090,Fryent,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,2,3,5,8,2,3,3,2,3,3,2,7,5,6,1,0,6,6,2,2,2,1,1,3,1,1,6,3,1,3,0,3,4,2,1,2,1,4,4,5,0,5,1,5,6,5,1,6,1,3,2,3,3,2,5,0,3,4,1,2,16,3,6,2,2,1,3,1,7,3,2,4,2,1,3,0,7,2,5,3,0,9,4,2,1,6,3,1,8,5,5,3,4,5,3,2,1,3,1,0,1,1,3,1,3
E05000091,Harlesden,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,6,10,8,19,5,2,2,5,6,4,8,6,6,9,5,9,8,4,3,3,7,7,9,1,5,10,5,4,6,8,4,4,8,3,4,2,4,3,5,2,6,3,2,6,4,6,1,4,3,5,3,3,8,4,4,3,2,7,4,7,2,4,7,4,4,2,4,10,3,5,2,4,6,2,6,3,9,6,12,1,6,8,6,2,4,0,4,3,5,4,5,3,7,7,2,1,2,7,3,5,2,5,4,5,1
E05000092,Kensal Green,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,2,3,7,15,10,5,1,1,5,7,3,5,4,8,6,2,4,1,6,2,2,4,9,4,3,3,1,3,3,2,7,4,2,2,7,1,3,6,6,4,3,0,1,2,3,4,1,6,2,5,2,1,1,2,3,6,2,13,1,2,4,3,3,2,4,2,8,1,5,2,3,8,6,3,5,4,3,2,3,2,2,3,0,8,5,2,1,5,2,2,3,5,6,0,1,3,1,2,5,2,1,0,3,4,4
E05000093,Kenton,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,2,4,1,0,1,2,3,0,1,2,5,0,5,5,2,0,1,1,2,2,0,0,1,2,3,1,4,2,4,1,2,1,0,0,3,0,1,3,1,4,1,4,2,1,1,2,1,0,1,2,2,1,1,1,2,4,2,2,0,0,0,2,4,0,2,2,1,2,1,2,1,0,1,1,1,2,0,1,3,0,1,1,1,3,2,3,4,2,3,2,2,1,1,2,1,1,1,0,2,3,1,1,2,2,2
E05000094,Kilburn,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,7,4,12,7,4,7,4,6,8,7,2,4,3,2,7,7,3,6,5,7,2,3,3,13,3,1,3,4,5,6,6,3,3,3,7,2,5,2,7,2,3,3,6,2,2,5,2,4,4,4,5,6,3,4,4,6,0,4,4,6,17,0,16,5,3,3,7,3,5,4,6,3,4,8,6,5,6,3,2,1,1,6,3,4,2,11,1,7,6,2,5,4,6,4,2,1,2,2,4,3,4,3,2,1,2
